LATA COCA COLA ORIGINAL Y SPRITE 6 X 354 CC
$ 5.200,00
LATA PEPSI Y SEVEN UP 24 X 354
$ 11.400,00
LATA MANAOS COLA Y LIMA 6 X 354
$ 3.700,00
COCA COLA ORIGINAL,ZERO,FANTA Y SPRITE 12 X 500
$ 11.300,00
PEPSI, SEVEN UP,SEVEN UP FREE Y PASO DE LOS TOROS 12 X500
$ 7.270,00
MANAOS COLA,NARANJA,POMELO,LIMA 12 X 500
$ 5.580,00
COCA COLA ORGINAL Y SPRITE VIDRIO 12 X 1000
$ 19.400,00
FANTA,SPRITE,COCA COLA ZERO 8 X 1500
$ 17.050,00
COCA COLA, ZERO, FANTA Y SPRITE 9 X 2000
$ 17.550,00
COCA COLA ORIGINAL DESCARTABLE 8 X 2000
$ 17.500,00
PEPSI Y SEVEN UP 8 X 2000
$ 11.500,00
PEPSI,SEVEN UP Y P.DE LOS TOROS POM 6 X 1500
SIN STOCK
FANTA, SPRITE, COLA ZERO 8 X 2250
$ 21.650,00
COCA COLA ORIGINAL 8 X 2250
$ 21.650,00
SEVEN UP 8 X 2250
$ 13.500,00
CRUSH 6 X 2250 LIMA, POMELO Y NARANJA
SIN STOCK
MANAOS 6 X 2250
$ 6.150,00
MANAOS S/AZUCAR 6 X 2250
$ 6.150,00
COMPRANDO 2 PACK DE MANAOS S/AZUCAR 2250 LLEVAS 1 PACK
AGUA CORAZON MANAOS 6 X 1500 S/CARGO
COCA COLA ORIGINAL 6 X 2350
SIN STOCK
COCA COLA ORIGINAL 6 X 2500
SIN STOCK
Referencias:
JUGOS
PRECIO
BAGGIO NARANJA Y MULTIFRUTA 18 X 200
$ 5.650,00
PLACER 12 X 500
$ 4.580,00
LEVITE 12 X 500 NARANJA,POMELO Y MANZANA
SIN STOCK
POWERADE 6 X 500 AZUL, ROJO Y MANZANA
$ 5.300,00
BAGGIO MANZANA,NARANJA Y MULTIFRUTA 8 X 1000
$ 9.000,00
ADES FRUTOS TROPICALES Y MANZANA 8 X 1000
SIN STOCK
CEPITA ANANA/MANDARINA Y FRUILLA/MANGO 6 X 1 000
$ 7.100,00
CEPITA DURAZNO Y NARANJA 6 X 1000
$ 7.300,00
JUGO EN SOBRE FRUTA 3 18 X 15 G PERA,NARANJA,ANANA,MIX FRUTAL
Y MANZANA
$ 4.550,00
SABOR IVESS C Y S/GAS 6 X 1500
$ 4.480,00
COMPRANDO 10 PACK DE SABORIZADAS TE LLEVAS 1 PACK SABORIZADA 1500
SIN CARGO
LEVITE 6 X 1500
$ 6.900,00
PLACER 6 X 1500
$ 3.850,00
POWER AZUL Y MANZANA 4 X 1500
SIN STOCK
HI-CI 6 X 2000
SIN STOCK
LEVITE 6 X 2000 NARANJA, MANZANA Y POMELO
$ 8.650,00
AGUAS Y SODAS
PRECIO
AGUA VILLAVICENCIO SIN GAS 12 X 500
$ 7.000,00
AGUA VILLAMANAOS 12 X 600
$ 3.580,00
AGUA GLACIAR CON PICO 6 X 750
$ 4.600,00
AGUA ECO DE LOS ANDES 6 X 1000
$ 4.600,00
AGUA GLACIAR 6 X 1500
$ 5.550,00
AGUA VILLAVICENCIO S/GAS 6 X 1500
$ 5.700,00
SIFON BAJO SODIO IVESS 6 X 1750
$ 4.880,00
SIFON MAX 6 X 1750
$ 4.660,00
COMPRANDO 10 PACK SODA BAJO SODIO O MAX TE LLEVAS
1 PACK AGUA IVESS 6 X 2250 BAJO SODIO SIN CARGO
AGUA VILLAVICENCIO S/GAS 6 X 2000
$ 6.250,00
AGUA VILLAMANAOS 6 X 2000
$ 2.850,00
SIFON MANAOS 6 X 2000
$ 5.400,00
SIFON IVESS 6 X 2000
$ 5.765,00
COMPRANDO 10 PACK SODA IVESS TE LLEVAS 1 PACKAGUA IVESS 6 X 2250 B/SODIO
SIN CARGO
AGUA IVESS BAJO SODIO 6 X 2250
$ 2.750,00
AGUA GLACIAR 6 X 2000
$ 6.800,00
BIDON IVESS 1 X 6000
$ 1.585,00
BIDON IVESS BAJO SODIO 1 X 6000
$ 1.830,00
COMPRANDO 10 BIDONES TE LLEVAS 1 PACK AGUA IVESS 6 X 2250 B/SODIO
SIN CARGO
CERVEZAS
PRECIO
PORRON CORONA 12 X 330
$ 20.700,00
LATA CERVEZA 361 24 X 473
$ 22.850,00
LATA STELLA 24 X 473
$ 38.800,00
LATA STELLA 16 X 710
SIN STOCK
LATA MILLER 24 X 500
$ 35.000,00
LATA SCHNEIDER 24 X 500
$ 27.000,00
LATON MILLER 24 X 710
$ 57.600,00
LATON SCHNEIDER 24 X 710
$ 46.000,00
LATA HEINEKEN 24 X 500
$ 39.500,00
LATON HEINEKEN 24 X 710
$ 65.500,00
LATA BRAHMA 24 X 500
$ 27.300,00
LATA IMPERIAL LAGER 24 X 500
$ 33.000,00
LATA IMPERIAL GOLDEN 24 X 500
$ 33.000,00
LATON IMPERIAL LAGER 24 X 710
$ 52.500,00
LATON IMPERIAL GOLDEN 24 X 710
$ 52.500,00
LATA ISENBECK 24 X 500
$ 23.000,00
LATA QUILMES 24 X 500
SIN STOCK
LATA BUDWEISER 24 X 500
$ 28.350,00
LATON BUDWEISER 16 X 710
SIN STOCK
LATA AMSTEL 24 X 500
$ 27.800,00
LATON AMSTEL 24 X 710
$ 46.500,00
LATA CORONA 24 X 410
SIN STOCK
LATA ORTUZAR 24 X 473
$ 23.740,00
LATA ACONCAGUA 24 X 500
SIN STOCK
CERVEZA CORONA 6 X 710
$ 17.700,00
CERVEZA QUILMES 12 X 1000
$ 26.500,00
CERVEZA 361 6 X 1000
$ 8.900,00
CERVEZA BUDWEISER 12 X 1000
$ 26.950,00
CERVEZA BRAHMA 12 X 1000
$ 26.700,00
CERVEZA GROLSH 12 X1000
SIN STOCK
CERVEZA STELLA 12 X 1000
$ 38.600,00
CERVEZA HEINEKEN 12 X 1000
$ 38.600,00
CERVEZ IMPERIAL GOLDEN 12 X 1000
SIN STOCK
CERVEZA PALERMO 12 X 1000
$ 20.900,00
CERVEZA MILLER 12 X 1000
$ 34.000,00
CERVEZA IGUANA 12 X 1000
$ 20.900,00
LICORES
PRECIO
PETACA CRIADORES 6 X 200
$ 11.450,00
PETACA NEW STYLE CAFÉ AL COGÑAC 6 X 200
SIN STOCK
PETACA CRIADORES BERRY Y VODKA 6 X 200
SIN STOCK
PETACA CUSSENIER CAFÉ AL COGÑAC 6 X 200
SIN STOCK
MARIPOSA 1 X 750
SIN STOCK
SMIRNOFF COMUN 1 X 750
$ 5.890,00
SMIRNOFF SABOR 1 X 750
$ 6.410,00
J. WALKER RED LABEL 1 X 750
SIN STOCK
J. WALKER RED LABEL 1 X 1000
SIN STOCK
J.WALKER BLACK LABEL 1 X 750
SIN STOCK
J.WALKER BLACK LABEL 1 X 1000
SIN STOCK
BAILY^S 1 X 750
$ 12.000,00
LICOR SHERIDANS 1 X 750
SIN STOCK
LEGUI 1 X 750
SIN STOCK
ABSOLUT VODKA 1 X 700
SIN STOCK
ABSOLUT BERRY 1 X 700
SIN STOCK
AMARULA 1 X 750
$ 30.040,00
BACCARDI CARTA BLANCA/ORO 1 X 750
$ 15.300,00
TIA MARIA 1 X 700
SIN STOCK
JAGGER 1 X 700
SIN STOCK
JAMESON S/ESTUCHE 1 X 700
SIN STOCK
JIM BEAM HONEY 1 X 750
SIN STOCK
SOL AZTECA TEQUILA 1 X 1000
SIN STOCK
JOSE CUERVO TRADICIONAL 1 X 700
SIN STOCK
JOSE CUERVO DORADO 1 X 700
SIN STOCK
GIN GORDON´S 1 X 750
SIN STOCK
GIN BOMBAY 1 X 750
SIN STOCK
JACK DANIEL´S HONEY 1 X 750
SIN STOCK
JACK DANIEL´S 1 X 750
SIN STOCK
